file,CH1_BPFI_energy,CH1_BPFO_energy,CH1_BSF_energy,CH1_CRS_energy,CH2_BPFI_energy,CH2_BPFO_energy,CH2_BSF_energy,CH2_CRS_energy,CH3_BPFI_energy,CH3_BPFO_energy,CH3_BSF_energy,CH3_CRS_energy,CH4_BPFI_energy,CH4_BPFO_energy,CH4_BSF_energy,CH4_CRS_energy
modified_KIMM Simulator_KIMM Bearing Test_20160325224839.tdms,4.9775387345582215e+85,1.1255868314193554e+86,1.5975463300593186e+86,7.9499581485594e+86,4.052549756970645e+84,9.164845611265805e+84,1.300805674115969e+85,6.532753099948922e+85,2.347021689189811e+85,5.3079762411539484e+85,7.534183330509638e+85,3.7885998338214584e+86,9.915683031962784e+84,2.2417085641170463e+85,3.1813314150460864e+85,1.5689452223544975e+86
modified_KIMM Simulator_KIMM Bearing Test_20160325225839.tdms,5.438059576164062e+85,1.2295693725397346e+86,1.7451766394156237e+86,8.657890055126292e+86,3.1879004598639414e+85,7.207748208537099e+85,1.0227498814016484e+86,5.094787363028733e+86,9.414429015860935e+85,2.1291016787543283e+86,3.0219286840737e+86,1.4979974730954092e+87,1.5331938213745628e+86,3.4672537785464904e+86,4.9219107856421804e+86,2.467071983425103e+87
modified_KIMM Simulator_KIMM Bearing Test_20160325230839.tdms,1.1498297773336062e+86,2.600075612777287e+86,3.689864416985959e+86,1.8484369838878584e+87,1.8929512601774412e+86,4.280381740820623e+86,6.075007984710359e+86,3.0176172336619863e+87,2.7694085798948325e+86,6.262339304898941e+86,8.886881720339594e+86,4.426992147708982e+87,1.661792354844012e+85,3.7572140355235194e+85,5.332513609008651e+85,2.6589059769311824e+86
modified_KIMM Simulator_KIMM Bearing Test_20160325231839.tdms,1.7906996074884732e+86,4.0490311069526006e+86,5.746987089181801e+86,2.834584533939701e+87,4.396554475173918e+83,9.941878160466718e+83,1.4108924638908133e+84,6.981667060464809e+84,2.318649730425069e+86,5.243567094706918e+86,7.443459001996829e+86,3.731958703639587e+87,5.768908873417533e+85,1.3044404783199551e+86,1.8512220871226792e+86,9.198742132341293e+86
modified_KIMM Simulator_KIMM Bearing Test_20160325232839.tdms,6.631312811478565e+84,1.4994267486794972e+85,2.1281755739030596e+85,1.0698343948725549e+86,3.926519085501641e+85,8.879199109769891e+85,1.260286936704246e+86,6.252233613543852e+86,3.993319625859594e+85,9.028311141763841e+85,1.281323350007611e+86,6.359833419775523e+86,1.6376927656992717e+84,3.7027292446707975e+84,5.2549217819542925e+84,2.607620128136312e+85
modified_KIMM Simulator_KIMM Bearing Test_20160325233839.tdms,8.247009981233538e+84,1.8648791177162192e+85,2.646859865456067e+85,1.3198140533090887e+86,8.203087680339428e+85,1.8550429912067096e+86,2.6329557854603257e+86,1.3137102293716714e+87,4.125123438744784e+85,9.328277610730842e+85,1.3239215942004943e+86,6.515036015431894e+86,1.1268941441194849e+85,2.5481611447897812e+85,3.616323712521983e+85,1.8014010486720615e+86
modified_KIMM Simulator_KIMM Bearing Test_20160325234839.tdms,8.141051777775351e+83,1.840785227916458e+84,2.612508383842557e+84,1.3014410764369566e+85,1.6537860073776957e+86,3.7396364173285417e+86,5.307753708257039e+86,2.642226749062316e+87,7.867616413149726e+85,1.7789958687761812e+86,2.52509417445323e+86,1.270434452923003e+87,4.2175765772595323e+86,9.537568465591622e+86,1.3536931474780607e+87,6.7375217370318784e+87
modified_KIMM Simulator_KIMM Bearing Test_20160325235839.tdms,6.891620526544169e+83,1.558420626174034e+84,2.212136992645369e+84,1.1029147519059996e+85,3.290926439171408e+86,7.442300315103465e+86,1.056500531249446e+87,5.2618370909672175e+87,2.114019386320532e+86,4.779824984877695e+86,6.783938031662925e+86,3.368201422643717e+87,1.9016820844099042e+84,4.299984879169486e+84,6.102460316549087e+84,3.032589736455649e+85
modified_KIMM Simulator_KIMM Bearing Test_20160326000839.tdms,1.328028642641899e+85,3.0028988281748294e+85,4.262071485084206e+85,2.1178195329665262e+86,1.0228491790010393e+85,2.312438380690063e+85,3.281763972098141e+85,1.632126301360676e+86,1.5024125553834177e+86,3.397512567962995e+86,4.821794595352382e+86,2.3995340835839036e+87,1.490174394736327e+85,3.369682138234536e+85,4.782668050013774e+85,2.380540324962973e+86
modified_KIMM Simulator_KIMM Bearing Test_20160326001839.tdms,1.3823953664184428e+85,3.1258955109837784e+85,4.436403109904694e+85,2.1930826929355365e+86,1.8865159043287666e+86,4.2658793516880424e+86,6.054664443797701e+86,3.0027881800834764e+87,3.655612039866551e+86,8.266795987076131e+86,1.1733036739043403e+87,5.940329209730895e+87,5.408221640347216e+85,1.2228849438046638e+86,1.7354474057454915e+86,8.574549977831745e+86
modified_KIMM Simulator_KIMM Bearing Test_20160326002839.tdms,1.3030459633933203e+85,2.946245773160311e+85,4.1812788216882066e+85,2.0957471816050665e+86,1.2392508666412035e+85,2.802264169246891e+85,3.9769486801391526e+85,1.9863913183586482e+86,9.821618474186501e+85,2.2211068738163358e+86,3.152381735859137e+86,1.5684488289454979e+87,7.831147289165437e+84,1.7709681748270348e+85,2.5135157178204667e+85,1.2484048106189098e+86
modified_KIMM Simulator_KIMM Bearing Test_20160326003839.tdms,2.700201451146886e+84,6.105185400911317e+84,8.663545560827337e+84,4.294933704983358e+85,1.2822931698496618e+86,2.899713470268569e+86,4.115783040862758e+86,2.0608477214272067e+87,2.2376306046872435e+84,5.059842367645841e+84,7.180859597590102e+84,3.5711358635208484e+85,2.504218258475267e+86,5.66267660933878e+86,8.037261033900044e+86,4.0210164246211155e+87
modified_KIMM Simulator_KIMM Bearing Test_20160326004839.tdms,1.1245123590023597e+85,2.542650000110659e+85,3.608451060039937e+85,1.7878258926168711e+86,1.1216758699127687e+84,2.536249640576912e+84,3.5990176053953643e+84,1.807684409838743e+85,1.0295976452103085e+85,2.3282856402010503e+85,3.304519776083798e+85,1.6483350563151343e+86,4.749360919967527e+85,1.0736493151248979e+86,1.5235546727769294e+86,7.574020874752842e+86
modified_KIMM Simulator_KIMM Bearing Test_20160326005839.tdms,5.0807805191036655e+85,1.1489021898884541e+86,1.63074196652956e+86,8.055801615126602e+86,1.1580766301599879e+86,2.6183954824638017e+86,3.715826504206806e+86,1.8562909596882185e+87,6.79440218217965e+85,1.5366351090020504e+86,2.1814008698937938e+86,1.0864656243304727e+87,2.122385628231876e+85,4.799062656719142e+85,6.811518006436053e+85,3.373015332524146e+86
modified_KIMM Simulator_KIMM Bearing Test_20160326010839.tdms,1.9841176297139746e+84,4.486738466043316e+84,6.368564557812158e+84,3.143485985420312e+85,1.2494419190884338e+86,2.8250549950122716e+86,4.0093417757378656e+86,2.0202957514202462e+87,1.672107280310685e+86,3.7808668264801555e+86,5.365064771438672e+86,2.682279917033146e+87,7.630136348334427e+86,1.7252736522258464e+87,2.4484588065115314e+87,1.220383085994644e+88
modified_KIMM Simulator_KIMM Bearing Test_20160326011839.tdms,7.62094427871905e+85,1.723332500365692e+86,2.4460360923550052e+86,1.2225791402235287e+87,2.8918121620418853e+85,6.539581590887395e+85,9.281294368293049e+85,4.601705809066869e+86,1.0567622986666767e+86,2.3896254239373573e+86,3.39161863863637e+86,1.6859883987454334e+87,2.787061060170732e+84,6.3009214036987835e+84,8.941534750027893e+84,4.4359866604670746e+85
modified_KIMM Simulator_KIMM Bearing Test_20160326012839.tdms,1.0794022832663121e+84,2.440325574418314e+84,3.463248618054909e+84,1.718322821414612e+85,2.8401411811494238e+85,6.422416461233016e+85,9.114766672928304e+85,4.5758446703559753e+86,1.259941334791598e+85,2.8489887144220213e+85,4.043399757930217e+85,2.018748399994511e+86,9.94556316676513e+84,2.2489107352641656e+85,3.191480211803952e+85,1.5866639761600028e+86
modified_KIMM Simulator_KIMM Bearing Test_20160326013839.tdms,1.6200672246521543e+84,3.6636234751095863e+84,5.199564436801701e+84,2.5910516236615857e+85,6.018089683010799e+85,1.360638130908477e+86,1.9309105262842445e+86,9.522406469378163e+86,1.398610882417953e+86,3.162569734649841e+86,4.4886330450884284e+86,2.2555715713272315e+87,3.288474071827734e+86,7.435147761543227e+86,1.0551113086874535e+87,5.210059408081618e+87
modified_KIMM Simulator_KIMM Bearing Test_20160326014839.tdms,6.556011591328288e+85,1.482335676011179e+86,2.1037817798672856e+86,1.0508860613932553e+87,2.4216483126365852e+85,5.475336220572373e+85,7.77143975484719e+85,3.87060594508742e+86,1.8778905466260895e+86,4.246899686363791e+86,6.02838342234428e+86,3.0067416669872414e+87,3.885276774094846e+86,8.785320597604738e+86,1.2469156579042287e+87,6.183617676984581e+87
modified_KIMM Simulator_KIMM Bearing Test_20160326015839.tdms,1.60042104627652e+85,3.618558699478631e+85,5.1351027917065404e+85,2.534724828116027e+86,1.0281425025522127e+86,2.3246101714954196e+86,3.2989306749133235e+86,1.64155405720703e+87,1.3870456563551914e+85,3.136292739194742e+85,4.45158906168565e+85,2.2127206157745155e+86,1.0004064482024799e+86,2.2620140644157874e+86,3.210310334250072e+86,1.606068583722438e+87
modified_KIMM Simulator_KIMM Bearing Test_20160326020839.tdms,1.1212110816488317e+85,2.5356009280939393e+85,3.5989081134733704e+85,1.781288449019366e+86,1.0141930561623958e+85,2.293389765769767e+85,3.2551338398504554e+85,1.6273477007898037e+86,3.0436429535351283e+86,6.88308443964004e+86,9.768991620772512e+86,4.851654946557336e+87,5.9575581552770797e+85,1.347045985756366e+86,1.9119887233903722e+86,9.402375024050216e+86
modified_KIMM Simulator_KIMM Bearing Test_20160326021839.tdms,1.1119399366262409e+85,2.5138672040557568e+85,3.56737438547625e+85,1.771480781610863e+86,4.5717733283840426e+86,1.0339208193253174e+87,1.4676781637562272e+87,7.270866813836174e+87,5.1045959377023906e+85,1.1543677020767128e+86,1.638479227862314e+86,8.136520056905996e+86,2.7228491556016268e+85,6.156899901394945e+85,8.73786392918567e+85,4.352124547511433e+86
modified_KIMM Simulator_KIMM Bearing Test_20160326022839.tdms,6.376537980888625e+85,1.4419760142046277e+86,2.046708613544199e+86,1.0246267661452364e+87,5.693152448531482e+83,1.287445542082817e+84,1.8273852627285455e+84,9.048671264179996e+84,4.6625316734463976e+85,1.0543278931863749e+86,1.4962954159418233e+86,7.503377577639139e+86,6.593648434491833e+85,1.490766675394117e+86,2.115342653211367e+86,1.0485846432348585e+87
modified_KIMM Simulator_KIMM Bearing Test_20160326023839.tdms,6.1918248232490213e+85,1.3998141217236258e+86,1.9865468229749172e+86,9.904413561229622e+86,2.4613468766892477e+87,5.565628800080873e+87,7.898846305562395e+87,3.948172445206887e+88,8.210725572465779e+85,1.856539202069512e+86,2.6347892712597254e+86,1.3230770886184352e+87,4.892680691076936e+85,1.1062853602694728e+86,1.5700276985849632e+86,7.837686482664594e+86
modified_KIMM Simulator_KIMM Bearing Test_20160326024839.tdms,1.4826885649317094e+86,3.3525757886585564e+86,4.758828818864173e+86,2.3535129753275585e+87,1.2854678119839347e+85,2.9065225046833642e+85,4.1255789732921336e+85,2.0440441214023517e+86,6.280285715152249e+85,1.4200249720932464e+86,2.0153167245705938e+86,1.0061471969846394e+87,2.8628427696384863e+81,6.473359961434985e+81,9.187609318226911e+81,4.5641367610383194e+82
modified_KIMM Simulator_KIMM Bearing Test_20160326025839.tdms,9.937560897710955e+83,2.247107105713576e+84,3.189487736306546e+84,1.5794890339167096e+85,1.886405611261501e+85,4.2651998499480974e+85,6.053123191151779e+85,3.0400321021246004e+86,2.8661058566279904e+86,6.480530695595953e+86,9.198974244806552e+86,4.613426920203938e+87,4.691404969332053e+85,1.0607558675909062e+86,1.5056487151495983e+86,7.523041456193271e+86
modified_KIMM Simulator_KIMM Bearing Test_20160326030839.tdms,3.5870617791274604e+85,8.11082670948556e+85,1.151232215067773e+86,5.650718768981426e+86,3.3166598860312424e+80,7.498684131745054e+80,1.0641212099564109e+81,5.297268085613825e+81,1.0118811899090392e+87,2.2881245949881404e+87,3.247468259446461e+87,1.621515258543099e+88,3.411969854025613e+85,7.713880971637889e+85,1.0947160796844191e+86,5.421327894630806e+86
modified_KIMM Simulator_KIMM Bearing Test_20160326031839.tdms,2.0221113422389415e+85,4.5725678523366024e+85,6.48914270690167e+85,3.244982621146948e+86,4.802971775227607e+85,1.0859815094828986e+86,1.541088287338485e+86,7.632356060222603e+86,3.29636375212393e+85,7.453656430653512e+85,1.0578739509996169e+86,5.281028416269526e+86,5.660187310134167e+86,1.27983548305212e+87,1.8163050652596974e+87,8.976574014385456e+87
modified_KIMM Simulator_KIMM Bearing Test_20160326032839.tdms,1.3899186366892006e+86,3.142920267815936e+86,4.4603592655462774e+86,2.2076415165229864e+87,2.7090715109328355e+86,6.125699618363355e+86,8.694295864272941e+86,4.301411941376876e+87,1.8873227437023928e+82,4.2676876528210855e+82,6.056344365277508e+82,3.028663208574843e+83,2.182397130333694e+84,4.934091769017687e+84,7.002713746223981e+84,3.4777201550292036e+85
modified_KIMM Simulator_KIMM Bearing Test_20160326033839.tdms,1.3998442474745806e+86,3.165368239529282e+86,4.4916461497488124e+86,2.2414526240722546e+87,7.249141666359212e+85,1.63937942604248e+86,2.3270238152719225e+86,1.160133884845554e+87,3.6567663699688164e+85,8.267590103920294e+85,1.1734194246802539e+86,5.819689827018497e+86,1.867476694245896e+86,4.2223206232817497e+86,5.991582289435274e+86,3.0182958129036964e+87
modified_KIMM Simulator_KIMM Bearing Test_20160326034839.tdms,1.5725852163802706e+86,3.556148995637753e+86,5.047209344437145e+86,2.5103814799907025e+87,7.270257593574803e+84,1.6439194898282072e+85,2.333349505541853e+85,1.1665868333386057e+86,1.0460415302115553e+87,2.3655210317566564e+87,3.3574490175308957e+87,1.6751975125505742e+88,1.223839300894036e+86,2.766559718212314e+86,3.92611722469083e+86,1.9535594079315224e+87
modified_KIMM Simulator_KIMM Bearing Test_20160326035839.tdms,1.658627571994422e+85,3.7502058855922875e+85,5.322894501795837e+85,2.654288898830691e+86,1.6452333656227915e+86,3.720115160098452e+86,5.27935847456742e+86,2.636547293038274e+87,2.644389070597042e+85,5.978996953652422e+85,8.48510768996694e+85,4.2183399430221456e+86,5.002062574633517e+84,1.131135719229819e+85,1.605407253037634e+85,7.979300505817026e+85
modified_KIMM Simulator_KIMM Bearing Test_20160330183757.tdms,9.230061365891665e+84,2.087155755522281e+85,2.9624470943360298e+85,1.4739879574556328e+86,4.5986421754149483e+83,1.0398030572088144e+84,1.4756292758363656e+84,7.325928357249085e+84,3.505188431339354e+86,7.925592390034538e+86,1.124910534367109e+87,5.64641329170507e+87,2.8413776046300685e+84,6.425095642840649e+84,9.118893724148383e+84,4.5643048815455785e+85
modified_KIMM Simulator_KIMM Bearing Test_20160330184757.tdms,2.8743749405527167e+84,6.498522050936792e+84,9.222292514599785e+84,4.580608905848073e+85,6.337022522087399e+83,1.432841651078574e+84,2.0335377540468323e+84,1.0069367102942468e+85,6.701973524657848e+86,1.5154379408055358e+87,2.1506441657413637e+87,1.0716074437270313e+88,7.183499526000138e+84,1.6244753392486168e+85,2.3058724054861026e+85,1.1498034389474467e+86
modified_KIMM Simulator_KIMM Bearing Test_20160330185757.tdms,4.870733509814748e+82,1.1011693981394239e+83,1.5627088547123825e+83,7.681173591273365e+83,1.269435334798025e+85,2.8710218144102745e+85,4.075703541593937e+85,2.019124238300575e+86,4.8097692407115075e+86,1.0874812865193741e+87,1.5433228696902302e+87,7.6841778188229275e+87,6.277099594210867e+84,1.4192052136068686e+85,2.014132713639923e+85,1.0063901141386755e+86
modified_KIMM Simulator_KIMM Bearing Test_20160330190757.tdms,3.223197851260862e+85,7.28777549441637e+85,1.0342303356075166e+86,5.077531389614716e+86,2.704150340831198e+85,6.11378618082636e+85,8.676459792396057e+85,4.315486248689754e+86,9.403615595598571e+85,2.1263906984379128e+86,3.0180775729179874e+86,1.4964256422567123e+87,3.799472710525652e+85,8.591332487547672e+85,1.2193548281063266e+86,6.054527724339042e+86
modified_KIMM Simulator_KIMM Bearing Test_20160330191757.tdms,3.9272551167789315e+83,8.879700689376282e+83,1.2601242794231676e+84,6.290455679129909e+84,3.3858158829019147e+84,7.656665128680129e+84,1.0865903008960245e+85,5.4286872553095894e+85,3.9128309700513494e+86,8.847353080082949e+86,1.2556616068349403e+87,6.22459294943606e+87,4.411980607793541e+85,9.975157255628143e+85,1.415698109064124e+86,7.103503096677627e+86
modified_KIMM Simulator_KIMM Bearing Test_20160330192757.tdms,1.1634140894254597e+85,2.630638538284984e+85,3.7333184412063365e+85,1.8466150086784492e+86,7.59971250780229e+84,1.718224122107279e+85,2.4385148048897498e+85,1.2125688893847841e+86,7.868896297009392e+85,1.7794990579423147e+86,2.525579779118406e+86,1.2611176573151587e+87,1.1642504848580346e+86,2.63268377305067e+86,3.736696176465734e+86,1.863264079367818e+87
modified_KIMM Simulator_KIMM Bearing Test_20160330193757.tdms,1.0014824176725024e+85,2.2643670540430902e+85,3.213621489302846e+85,1.6052795249295357e+86,2.8546372961700253e+83,6.454749627975913e+83,9.160859703197174e+83,4.579574641916616e+84,1.6049255488012638e+87,3.6296374309840243e+87,5.152304856290563e+87,2.5945863786981558e+88,6.187535370272503e+82,1.3989672837922724e+83,1.9854507415066414e+83,9.78782656541257e+83
modified_KIMM Simulator_KIMM Bearing Test_20160330194757.tdms,7.735527896446994e+83,1.7492455455027687e+84,2.482712823366406e+84,1.2289447888818077e+85,1.1994395063555345e+85,2.7127075904608597e+85,3.85068452681758e+85,1.917012178867526e+86,3.475654777753158e+85,7.858838841045203e+85,1.115277646890634e+86,5.553375200256966e+86,6.1458595928637495e+85,1.3896904663954353e+86,1.9722807899559723e+86,9.772455735164114e+86
modified_KIMM Simulator_KIMM Bearing Test_20160330195757.tdms,1.014713297724747e+84,2.2944317786953075e+84,3.2566830110186505e+84,1.6211591712461193e+85,2.307651358330407e+84,5.218269818925596e+84,7.40664528680767e+84,3.701246343732243e+85,7.907347025351795e+85,1.787965022440385e+86,2.537757167867385e+86,1.2614266905767703e+87,9.018131489323187e+83,2.0391897128743337e+84,2.8943176776872755e+84,1.4424516655137424e+85
modified_KIMM Simulator_KIMM Bearing Test_20160330200757.tdms,9.284359967491407e+83,2.0990499399195583e+84,2.979121064694456e+84,1.4856219951010428e+85,7.671670126251817e+85,1.7349718799595061e+86,2.4624873257415612e+86,1.232250071873281e+87,3.844521715633587e+86,8.693573642083536e+86,1.2339903034883672e+87,6.0880369312919895e+87,1.324836112550207e+86,2.9957320775705835e+86,4.251559652515918e+86,2.1098904612596855e+87
modified_KIMM Simulator_KIMM Bearing Test_20160330201757.tdms,1.2658147226412035e+85,2.8622952827746508e+85,4.062907660824938e+85,2.0228684108193142e+86,6.764277018974997e+84,1.5295389534121141e+85,2.170777518363983e+85,1.0808166076860609e+86,5.3783825400640484e+85,1.2160371196048976e+86,1.7257318438260132e+86,8.516338116065707e+86,1.2068395132068792e+86,2.729232506250749e+86,3.873145543661786e+86,1.9337089872081557e+87
modified_KIMM Simulator_KIMM Bearing Test_20160330202757.tdms,1.6775680552365276e+85,3.793318111346617e+85,5.383600020389605e+85,2.685865449148719e+86,1.9027270237477205e+83,4.302589726369679e+83,6.107191075937091e+83,3.019889977170865e+84,2.451867009152472e+87,5.543686675411439e+87,7.868088132342318e+87,3.9296800922760815e+88,4.81381005867491e+85,1.0884554434370516e+86,1.5447826581428694e+86,7.632671068991771e+86
modified_KIMM Simulator_KIMM Bearing Test_20160330203757.tdms,3.401443605448665e+85,7.691784290037115e+85,1.0916600665701721e+86,5.453496341220856e+86,5.736066772089271e+85,1.297145901165201e+86,1.840963789365844e+86,9.242213992103094e+86,1.8026615865045455e+86,4.07617978324316e+86,5.785366241045533e+86,2.8726899177943474e+87,4.8025413451060563e+85,1.0858444335967899e+86,1.540995756376824e+86,7.702762565234832e+86
